m3a	m2a	angles_b_a	angles_j1_a	angles_j2_a	m3b	m2b	angles_b_b	angles_j1_b	angles_j2_b	mT_b	eT_missingT
211.715117	79.631401	0.995368	2.176347	1.180270	458.569596	385.123036	1.745978	2.312670	0.820038	47295.142028	211.146104
142.565929	137.896052	2.955007	2.862518	2.967554	180.473185	21.867733	1.851713	0.282701	1.024647	166507.349287	664.587807
145.527371	78.308272	2.943072	2.490047	1.640717	143.332264	54.396858	2.166294	1.368693	2.495532	188787.330478	412.152829
201.761083	44.386672	2.037752	2.655642	2.724209	198.231228	60.763226	1.891083	0.181415	1.488312	45134.781059	188.065819
150.400639	69.655092	2.960153	3.032971	2.609795	157.862615	75.189672	0.765274	0.615982	2.054559	8303.343461	233.004184
168.866816	141.590884	2.389573	2.929432	3.048495	190.110303	34.068315	1.830770	1.440429	2.502280	31897.634432	492.643441
468.200863	441.951887	2.957778	1.200866	1.982597	192.956409	93.427574	0.452353	2.699188	1.491959	1443.357269	149.393205
83.468989	60.847858	3.072745	2.751380	2.834294	196.064871	79.128577	0.278088	1.173447	1.492222	823.969935	187.761347
184.468658	37.058978	1.370050	2.350621	1.956541	127.938055	21.309189	2.177099	0.222585	0.065922	10189.120262	100.425436
150.668486	111.198667	1.193371	2.933037	1.867425	432.552954	117.360611	2.744494	1.943914	0.650150	710091.942686	696.038328
138.447218	45.375479	2.083194	2.512429	2.959322	402.485353	319.077424	3.045747	1.332035	0.428203	55759.350975	340.839774
165.993341	93.770001	2.833875	2.635175	3.112872	146.678590	120.555662	2.796240	1.035055	0.797410	23319.306775	425.063283
363.419165	284.977431	2.895837	2.501868	3.042642	512.336545	181.655814	2.152694	0.745846	0.754187	215689.760690	513.875944
161.229214	23.456025	2.188160	1.627661	2.054002	107.709008	40.830893	1.883756	1.985485	2.868142	36817.825436	354.469908
245.996199	158.123841	2.369079	1.989780	3.093197	84.544193	73.327503	1.347108	1.160501	0.902992	1513.310593	180.571718
170.741162	131.682871	2.419780	2.762358	2.312803	181.088031	97.735766	1.947158	0.239903	1.824861	75304.268845	532.416794
367.494268	304.248225	3.124355	2.871015	1.484295	464.099317	111.717558	0.505409	0.896675	1.480740	47354.276262	790.802533
128.818119	45.603159	0.108710	2.611065	2.224817	138.522579	66.357858	2.633395	2.431544	2.764650	156401.068847	318.357317
158.541349	81.595903	3.076317	1.981092	0.942699	135.294078	70.994744	2.318723	0.966529	1.477421	13009.521792	186.753738
141.957133	47.871637	2.343051	0.144713	1.027926	127.650406	35.776541	2.986810	1.772331	1.524383	79774.874340	163.415165
201.382139	104.078265	1.453882	0.613599	1.156411	96.101658	31.275208	2.965543	1.985330	0.887632	12774.381965	42.165200
249.661908	116.946012	2.783934	1.497102	2.243087	137.002682	97.061834	2.878360	2.051223	1.620705	60706.320972	392.128402
349.505208	178.603791	1.054871	2.188057	2.629850	244.785408	148.096017	2.187194	2.555638	2.812086	307651.746010	530.535356
470.758472	455.436157	2.979393	2.766329	1.409214	89.788492	65.155604	1.557554	0.568073	0.479280	6076.731216	354.628959
166.467948	81.409655	2.995096	0.754008	1.119016	133.060525	42.618042	2.313256	0.737530	2.310033	20199.207539	82.551486
239.775207	161.580242	0.206551	0.278515	0.170412	152.693886	48.391928	2.871542	2.986808	2.496900	106778.118151	83.008299
206.022403	153.579555	2.570721	2.409745	2.326791	303.146955	233.682240	2.233245	1.933306	3.122674	109408.461329	399.533637
168.440350	62.397580	3.059581	2.567919	1.748791	209.294560	67.687381	1.414434	1.684121	0.784337	55449.540717	287.409354
311.864668	301.759843	2.379904	2.576887	2.488535	137.715960	58.270037	0.334298	1.388858	2.882841	4397.188691	794.184206
200.629829	111.890074	2.692183	2.001004	1.755123	142.668310	118.375513	2.397510	2.490234	1.484309	28209.584828	429.866252
201.814430	103.527058	2.126403	2.600261	2.895424	156.119599	73.697005	2.462750	1.611059	0.519370	128830.872137	368.867301
291.952858	117.938820	1.067277	1.589421	0.822779	323.060562	169.787248	0.724333	1.702830	1.876981	981.001553	44.147142
176.257008	53.185049	2.690041	1.719146	1.160447	114.854745	56.729624	2.198095	1.647302	0.084050	18805.031724	139.744758
160.260544	82.540680	0.355397	1.799929	0.917498	115.858709	57.672253	2.725243	2.098484	0.588097	48517.925002	133.508429
266.120878	174.342042	2.213164	3.045234	2.773769	137.123253	13.591918	0.482228	1.256038	2.113464	8176.437773	366.487366
221.463474	102.513855	1.208789	2.996967	2.533998	110.170416	37.329732	1.466014	2.812233	2.444168	45195.707787	488.421038
293.599988	67.897598	2.422579	1.635399	1.127521	478.428626	161.686922	0.477248	1.139397	0.833522	2857.201172	139.385240
200.536891	34.319829	2.342855	1.994509	2.281370	135.837062	71.567603	2.315311	3.137514	0.736513	82186.706919	411.242170
190.514856	30.738730	0.007694	3.001519	2.882447	165.037685	93.842962	2.775716	1.761370	0.300490	28018.897899	89.008264
168.227420	99.174947	2.610639	2.038439	2.361978	162.477980	59.798991	2.263817	1.520146	3.096236	118691.390761	391.953896
358.730871	158.667999	3.095839	2.292385	2.249135	122.286492	70.925399	0.830164	2.080212	0.128835	22624.601012	409.706038
306.664041	149.601003	2.242910	1.493300	2.205283	275.234412	250.289109	2.456279	2.055963	0.980002	30893.049305	309.926397
82.284955	23.340237	2.959468	2.313684	1.535379	64.978040	45.716014	0.630694	1.962594	0.212971	2902.497011	304.256616
156.862338	140.715928	1.827218	2.429920	2.573646	128.697789	77.121093	1.800759	0.119282	1.409558	21917.843156	285.981452
159.171396	102.426592	0.034093	2.618768	2.682312	151.579168	19.028951	0.390737	2.542588	3.022201	3229.608021	199.500323
126.532542	79.129506	0.666708	1.341331	0.322911	172.482984	40.575305	2.465576	1.436699	2.251751	53352.166729	87.619763
141.642253	115.205866	3.135121	3.099943	3.074305	171.218475	69.051417	2.663649	0.398847	1.539341	99126.554391	342.608790
214.375688	72.514398	3.131386	1.466765	1.133858	158.901466	58.946976	2.593381	2.700433	2.326271	147373.558702	445.109412
187.687012	100.300857	0.510726	3.005981	3.097866	93.243690	10.330900	1.588424	0.074255	0.755953	43305.827431	536.585837
180.619649	79.328668	0.740440	0.013655	1.304351	165.212468	69.473367	2.776866	2.672645	3.063071	187366.139258	213.750539
354.660297	185.122758	0.694188	2.994435	3.109901	230.191494	42.488801	0.682151	2.265552	2.264019	8756.879960	356.864412
154.508732	80.072519	2.736328	3.018591	2.598186	175.787100	79.313298	0.375640	1.313683	0.500705	4153.357013	415.987259
396.899672	290.432279	0.251733	1.981498	2.220686	200.487460	163.729459	1.887657	0.450263	2.316318	40626.031260	242.585511
406.515720	283.563350	2.051568	3.110128	1.796578	170.316936	76.670082	1.896743	1.433960	0.620916	49797.585582	230.377240
358.160162	319.216943	2.755254	3.073004	1.922697	149.597203	58.088898	0.120935	0.419123	1.651738	1124.095063	502.786149
164.831095	90.043593	2.265410	1.923342	0.341251	113.058837	65.205453	2.376698	2.668738	1.582069	9909.588111	124.040561
157.275882	104.868575	2.027514	2.081804	0.204787	92.065998	57.524733	3.062944	2.005668	0.035584	25396.537776	176.382949
284.207263	171.691163	2.457599	0.983812	0.596071	437.795136	176.329828	3.100464	2.026089	0.850721	12491.629629	58.957438
626.829868	568.309343	1.576172	1.986550	1.786856	166.488651	72.412384	1.687581	1.348019	1.220155	19530.769843	89.813987
154.404471	84.682635	2.310771	3.076725	2.218284	929.036374	651.174018	0.868957	0.121237	0.066879	6529.846952	94.598925
153.244167	48.701006	2.836541	1.787689	2.277737	80.633235	52.975757	0.933037	1.572485	2.763268	5063.877061	181.071406
299.553158	150.464764	1.993108	2.432926	3.087693	161.499466	79.746291	2.515522	1.071072	0.249645	83810.324538	584.353046
357.171560	149.836411	2.048388	2.611480	2.173345	294.764689	68.002968	0.677416	1.276053	0.579318	26856.509298	383.872648
548.622965	213.123157	3.112418	1.738674	2.122393	186.734533	55.209926	2.199293	0.540973	0.182326	81139.320928	308.234944
179.299514	100.464651	1.845601	2.257786	2.371876	106.606851	39.131950	2.026774	2.027321	1.860068	164058.983350	419.476770
112.044657	63.292202	0.621035	0.887090	0.093538	373.740700	152.869256	2.513765	2.817617	0.177178	53881.122910	98.316359
234.736610	94.001360	1.718267	2.752390	2.800253	191.278676	59.597073	2.031934	0.929639	1.860974	238176.326163	660.820873
298.398103	236.654121	0.316462	2.683423	2.466302	205.047323	164.509818	1.551070	1.889172	0.408404	3401.148955	85.564164
170.784061	45.298756	0.467721	2.668085	2.138504	94.884825	36.107535	2.677495	2.010150	1.593773	82216.849109	186.861755
160.147395	80.191510	1.473486	2.295418	2.660966	121.329671	106.584047	1.197837	1.061296	0.134204	9007.011252	184.468140
133.998716	75.031505	0.418274	1.631850	2.842135	200.986179	46.472872	2.544847	1.219684	3.085163	117899.923823	263.259270
125.194038	54.426738	2.928266	2.024626	1.233792	168.766500	49.069532	3.000176	0.909624	2.550939	110019.793456	213.189951
297.537326	230.245748	2.721763	2.752434	1.841766	142.095722	51.856008	2.864854	1.114492	0.513845	153556.590207	543.255752
349.713017	176.402992	2.493503	3.141469	2.441263	173.410486	67.006474	0.245764	0.537553	2.296936	8273.511434	507.609374
201.582398	108.689232	2.714628	2.004739	2.476948	99.810837	13.113630	1.369811	1.821594	0.712941	19117.892894	124.784276
284.429389	242.564475	2.682623	2.589631	3.036324	247.375431	48.969988	0.160453	2.297981	0.879270	424.420383	135.089764
608.902915	529.074058	2.650905	2.549401	2.843030	177.960807	98.815289	0.582413	0.815962	1.926442	5787.674349	444.491865
221.130107	131.452533	0.056185	2.949674	2.902767	260.058102	79.310859	1.283903	1.352005	2.260321	9093.418964	55.013974
168.702491	75.471432	2.720248	2.884934	2.381074	149.196338	60.788891	0.398918	1.739920	2.795010	4847.541499	586.176220
169.605400	71.991414	0.049463	1.680293	2.704962	174.722234	125.376654	0.447882	1.849345	2.800081	3124.516058	334.084477
157.544716	84.348957	0.766980	2.168447	2.841921	113.329895	68.661491	1.109962	1.090697	2.514134	19150.423586	198.959832
220.677632	99.790063	0.504316	1.239911	3.065598	119.716175	19.989317	2.337076	2.864590	2.974385	76733.919180	173.659671
159.613837	48.152104	2.886253	2.809144	2.307870	116.261414	81.888598	1.599931	2.289163	1.001883	30126.764079	361.139121
167.759302	86.152686	0.034766	1.190613	0.626432	176.990837	33.346114	3.101829	2.105943	2.133315	653118.855967	434.685273
194.935012	83.724674	1.245739	3.046584	1.988378	94.961815	44.056569	2.796662	1.413386	0.378250	20235.040504	156.711839
156.906620	99.777007	2.904379	2.500491	0.119443	127.377362	89.078189	0.147699	1.470655	0.656141	204.905419	243.641540
165.828713	71.515001	2.660934	3.007648	2.790785	167.509722	69.409709	0.265501	1.070896	0.603819	2584.345970	384.733749
168.777605	93.454324	2.983317	3.084589	2.250434	147.450536	64.995049	2.781719	1.366709	0.548922	105618.504524	597.194133
181.014763	80.356951	1.495324	1.651486	1.175257	295.120659	155.803979	1.777574	1.525112	2.295579	74676.974615	105.061261
379.332329	66.987831	3.114327	3.128889	2.701485	178.246547	93.154350	0.085828	0.482516	2.104533	188.462706	192.943108
321.110243	210.198632	3.136870	2.975919	2.806157	178.804029	131.114919	0.695072	1.460381	0.187625	23312.333014	577.960957
343.732007	283.255452	1.512820	2.372026	2.510806	154.520021	60.790615	2.728919	1.173198	0.281674	113619.111609	391.741247
182.868404	140.988861	2.710272	2.301928	2.761602	148.214669	66.890178	0.634949	1.793538	0.647814	11653.160803	248.914624
1233.777718	1212.700944	1.572450	2.906427	3.018183	115.144904	46.959520	1.415216	1.198899	1.322845	29850.167672	395.262022
462.671746	334.572229	1.002880	2.214333	0.699645	185.133044	55.299566	2.277698	2.515635	0.628146	286342.586096	361.511512
582.707171	286.250223	1.567105	3.100905	1.122030	146.158209	49.834978	2.680669	0.527659	1.029888	349765.946662	949.989447
579.043988	255.323468	0.272061	2.128699	3.084130	179.661579	58.480018	2.367021	1.490509	0.610359	336785.051316	437.295273
181.347606	79.375435	2.596199	3.059840	2.727996	299.960463	56.128108	0.585827	1.270324	0.946674	25568.818804	407.303692
171.864976	65.357929	3.060233	2.652138	2.573567	156.379807	64.852265	1.423545	0.362593	1.358594	99779.092646	698.854347
370.724712	246.843842	1.378886	1.925622	1.543378	133.256059	85.179756	2.718631	1.664205	1.637715	25517.630061	121.509746
149.561348	84.803350	2.763797	0.755845	0.314692	226.176925	87.554905	2.979905	3.068263	1.720685	164568.277599	259.970889
203.736191	122.586151	2.521149	3.022883	2.452688	144.665379	66.538645	1.367317	1.561514	0.589187	31662.746808	391.216605
178.607449	85.146658	3.110232	2.791127	2.266122	207.994571	152.666694	1.625576	1.823910	0.374082	20858.557120	489.915032
735.542753	682.784184	2.907793	1.882865	3.095072	152.254480	54.679875	2.904242	1.738216	1.052637	249935.485280	574.650046
136.004443	51.549402	2.563124	2.777055	2.847688	218.745898	52.184928	3.014929	0.350103	0.944259	161787.390871	338.021562
392.786439	284.156487	0.491626	3.100989	2.647290	179.723402	69.128069	2.792293	1.596720	2.899673	173717.856622	660.852040
148.962537	62.352547	2.131808	1.668456	1.916431	220.032785	113.405425	2.570465	1.509894	0.292924	82180.344976	196.993280
156.512964	100.179388	0.737476	2.148716	2.592539	92.374426	51.154568	2.350942	3.043217	2.816210	143528.952674	476.339377
174.280617	118.830989	1.270620	1.775836	3.066409	256.517084	43.008487	2.598528	0.277104	0.292271	209153.967928	368.244994
178.274617	66.918124	0.243936	2.814379	3.053644	241.694208	81.537554	0.248288	1.741741	1.042834	8003.680920	561.004606
151.683595	78.740739	2.900145	2.176180	2.208956	85.222452	42.907466	0.425806	2.457353	2.439726	1049.010198	388.862128
675.270815	490.730282	1.831896	1.807942	2.989957	165.219809	100.215687	1.420385	2.906283	1.818572	73559.140309	488.069909
188.316752	128.812524	0.436837	1.299406	2.956335	118.994269	16.220608	2.178330	1.125802	0.855385	35407.216477	143.048260
175.915588	78.539806	1.106619	2.970114	2.710072	168.637469	75.307629	2.111375	1.271218	0.170940	34497.984976	254.786546
141.093685	83.851460	1.892355	3.069577	2.811928	136.064373	34.782768	2.555416	0.899084	0.281952	13200.507769	82.933716
112.032958	71.473781	2.666392	1.882329	2.650712	206.931460	167.576052	1.700636	1.991849	1.618524	4019.169149	206.612587
298.627922	249.726291	1.584109	1.455169	0.601446	149.790325	51.049885	2.676255	0.394949	2.562646	128969.176132	227.715327
170.938412	83.905072	1.533214	1.592269	2.670236	167.702606	60.466806	2.828787	3.056399	0.296453	577877.979569	645.605896
107.080287	21.756559	3.076823	2.677708	3.133798	132.319577	34.826602	0.470461	0.212742	1.408096	2974.691215	91.453631
177.840082	92.394289	0.508936	2.684062	2.652557	130.951012	53.926187	2.760649	1.888585	0.957786	19167.767330	129.637189
198.510974	92.045558	2.794235	0.557780	0.453724	193.383826	91.599790	2.731689	2.698722	2.188643	130204.831641	288.544742
378.054035	337.580442	0.647219	2.555591	3.012591	188.064542	82.121570	2.443268	0.228543	0.043640	155135.172796	526.861310
405.261308	115.517722	1.660455	2.555663	2.253306	224.945844	26.418890	1.340193	2.866197	3.125049	112536.327676	340.715346
173.212348	55.867046	2.553089	1.432505	0.473992	144.344688	124.075282	0.959934	2.509904	1.588196	629.505761	43.772233
200.109160	68.974989	1.913051	2.679670	2.371333	127.596779	45.270235	1.892891	1.906715	2.037107	156493.544093	482.404188
510.123226	368.344629	3.117380	0.836935	0.370874	196.986677	61.362161	2.580687	2.530000	2.954401	315746.769044	331.842035
354.849855	291.844079	1.319008	2.293420	2.502366	204.136756	44.729339	1.709859	0.978209	0.149517	168845.848494	482.013637
240.260791	188.426372	1.405921	2.751746	2.733403	233.433744	20.564812	1.190557	1.903437	2.049306	56644.649623	368.768874
149.323739	59.299223	0.933901	2.157386	2.335405	157.507856	99.101990	2.257179	1.158226	2.783182	131287.969382	315.838850
477.892721	393.549151	1.543158	1.383775	2.767433	290.362123	241.700699	2.140835	2.198150	1.506354	162220.697566	413.166971
1011.071457	235.563939	2.687056	1.086250	0.572942	516.290369	337.814665	2.794711	0.025810	0.853373	102911.292555	200.446046
169.312030	110.203974	2.785548	2.768444	2.519095	207.085936	80.101386	0.710550	0.121097	1.282545	7903.383600	279.308854
753.367631	653.336746	2.134552	3.098403	3.021711	157.945977	60.810298	1.864467	0.866868	0.021569	59821.310335	477.672258
152.719164	81.915154	1.375920	2.984487	2.266283	123.226494	34.430889	2.105266	0.410793	1.291639	86970.386489	296.681981
130.451776	31.777392	1.444158	0.703227	0.235393	148.362243	69.897512	3.078016	1.508493	2.605565	99937.136512	178.029840
215.033138	53.030076	0.604284	2.400019	2.109633	56.573720	14.252381	2.448726	0.277981	0.278452	8262.073148	61.894552
247.290207	148.984884	2.471242	2.001464	0.680602	188.877442	35.361452	3.030535	0.656515	0.209879	142606.947242	339.915639
140.595860	109.169364	0.235330	1.243283	2.538481	171.077101	77.004173	2.698300	2.274970	1.998330	175037.354024	317.093283
186.774940	131.613427	3.120406	2.668652	2.701520	186.142260	126.844964	1.658417	1.932814	1.854301	54503.325067	531.297453
186.142705	73.742524	2.892267	2.364862	3.135284	221.333878	177.779493	2.141373	0.052630	0.984981	27389.363186	389.080913
257.644644	116.723768	2.057777	1.502265	2.530430	313.390170	74.061526	3.040914	2.341934	2.593261	39608.378734	256.516210
129.412225	100.343599	2.011023	1.426086	0.500403	108.433677	35.595529	2.295822	1.541647	1.975300	103673.063928	200.829590
469.223884	122.769611	2.694388	2.911284	3.133267	77.281757	49.845739	0.724302	0.082387	1.202586	7148.455490	275.933874
200.788046	56.205650	1.419990	2.341219	1.421511	289.596100	128.283201	0.882365	0.568118	1.967026	6311.412586	166.834932
182.649558	103.341200	1.896971	2.719082	2.528778	199.153645	83.087288	1.565110	0.709200	0.005753	77962.457776	306.529314
165.663862	75.471216	2.037475	2.991399	2.335488	148.409446	32.339530	0.045804	2.963773	1.499207	25.874584	121.734333
166.279839	82.105825	2.672518	3.073150	2.767965	627.838312	112.871970	0.252022	2.127429	2.358163	1657.104507	127.969041
209.185934	178.447567	2.786660	2.485696	2.674608	287.677128	209.472487	1.182723	1.912119	2.540437	60347.061169	458.196242
164.363544	68.835546	2.464130	2.413455	1.847190	147.945742	87.490135	2.653111	1.473194	1.040072	33806.891840	242.195664
168.751685	76.303063	0.344627	1.559140	1.348957	173.981546	97.617009	1.931548	2.598055	0.029266	124724.395282	252.895198
166.426296	111.702971	1.217069	2.595150	2.798721	115.182779	51.264039	0.389825	2.124081	1.122336	489.450370	83.571071
229.799231	66.839608	2.874528	1.783828	1.544520	144.408365	70.980933	2.857663	2.786918	2.568775	50166.120980	404.868585
174.440540	36.374245	2.517912	2.865754	2.925241	239.763363	49.702049	2.516361	1.927703	1.156965	275645.770748	436.872633
169.183829	71.131720	2.323809	2.570544	2.507132	265.122783	109.454610	2.657677	0.289953	1.714404	89239.754725	381.043148
218.508654	81.453598	1.786586	2.698408	3.048570	170.969210	65.703596	0.797493	0.770933	2.290397	15900.173201	326.378568
268.465560	175.474328	2.497607	2.268920	1.689032	150.936660	29.436517	2.216561	0.593886	0.211650	73599.074058	262.213724
309.369414	258.156392	2.509213	3.141496	2.221169	561.786725	291.624310	0.885942	0.449991	0.539974	99563.091094	814.437628
247.412449	185.359919	0.704043	1.686758	3.010573	177.226308	78.473981	0.749865	2.306925	0.631487	4928.916563	135.129638
161.640448	75.270665	1.791099	0.803724	2.539310	390.319180	16.702055	2.292532	2.730123	2.604711	488917.938039	450.597368
121.970039	69.487972	2.776452	2.935336	2.283008	116.675763	32.082619	0.876711	1.289685	2.114652	20258.111837	248.081872
229.389520	132.182601	2.622607	1.111663	0.791035	160.920676	84.800662	1.780371	3.103037	1.902405	52508.446943	256.030615
138.556184	76.850559	1.794018	2.540591	2.891022	301.363016	108.605455	1.246328	0.079716	0.635308	85778.815472	371.612755
296.074631	162.878636	2.149790	1.689961	1.381966	258.152813	145.008525	0.337240	1.561356	1.590675	1295.755527	145.172878
1312.266498	1207.591797	1.057036	1.926629	2.905579	196.094016	78.500574	1.739533	1.370679	1.815913	18233.657002	104.440218
215.046009	194.072118	0.815706	1.165131	2.301667	377.471176	141.928322	2.218595	1.697507	2.564852	319760.388736	273.558096
572.976322	317.515631	2.031214	2.998819	2.838449	193.766802	135.812291	0.790632	0.633101	0.058837	14437.810461	431.886040
144.807361	67.840276	1.057236	0.132102	0.925889	159.404381	72.824168	2.930063	2.211343	1.806925	70937.668513	139.618164
141.358260	55.074148	2.229549	2.649617	2.120631	135.336269	56.201691	0.602585	1.101554	1.764626	1925.822079	30.478274
694.686116	631.247019	3.124303	1.116496	1.334589	110.492270	66.675105	2.279458	1.716171	2.610384	28643.294230	71.207455
151.329853	65.599673	2.628365	1.575227	0.419655	168.483037	76.573223	2.671665	0.997562	2.294856	57991.532799	149.887053
264.982342	118.474320	2.510921	0.783468	0.456445	142.724183	47.481466	1.826583	3.140980	1.441511	11168.274699	101.635236
283.083247	117.001715	3.037133	1.658283	1.922450	274.798051	102.745575	2.092067	1.216315	1.139477	158009.342789	283.257545
166.501754	61.943465	2.015802	2.792214	2.756089	158.317331	90.404878	0.493012	1.405091	2.701717	2491.061235	140.861353
251.161940	179.569473	0.998176	2.665444	2.706490	426.957858	88.101058	1.217871	1.815826	2.115611	83722.807124	268.315193
121.814452	48.947684	2.187885	2.986450	2.310651	111.461131	51.559436	2.281516	0.932397	0.278717	27116.253955	228.342087
277.927035	74.792602	0.925634	3.014238	2.624914	303.510927	65.441301	2.166978	0.499671	0.263532	171693.960185	393.579289
125.479242	62.935561	1.879697	2.544311	3.055329	180.451551	88.363293	0.781470	2.968653	1.564187	12062.204692	190.617567
392.272045	280.706815	2.719644	2.408083	2.594118	244.367867	102.983018	0.221445	2.387179	0.158145	864.327942	221.950447
221.090122	141.583958	2.469294	3.086833	2.142885	352.556407	256.720603	0.788004	0.430972	0.155196	4176.950385	146.044517
180.947158	78.194365	2.151720	2.356097	3.136619	169.453238	81.389594	0.368141	1.693036	2.690237	2763.439362	289.614880
178.017697	45.181295	2.470081	2.112736	1.326077	119.194270	50.532463	0.907538	3.122464	0.919893	7378.876040	134.861745
297.005171	163.649870	2.412240	1.527684	2.494090	117.772924	42.220424	0.437369	0.397426	0.891032	4967.418172	268.012913
212.256676	91.168055	0.364530	2.938336	2.921436	161.150061	48.647167	2.024839	2.454736	1.621315	31703.950945	223.464175
177.972419	91.356953	1.523558	2.079841	2.910694	154.657002	146.902443	1.285095	1.050670	2.416912	2084.080392	110.734094
137.656315	48.387986	0.319357	2.854574	2.810138	327.173772	215.610494	0.726331	2.566641	2.220630	7655.056542	138.236077
169.217312	29.320985	3.008510	1.932385	1.374346	133.166697	59.331963	0.475024	2.497744	0.247172	3896.050962	330.756574
160.549426	77.841951	0.299503	1.364489	1.121238	231.567011	16.797963	2.767148	1.914626	2.146541	798851.305792	536.344985
156.716297	58.150335	1.144180	2.941078	2.653282	184.878013	102.668401	0.497700	0.467734	0.626389	4932.878075	309.738602
645.358771	503.733747	1.336730	1.877654	0.944741	183.518069	39.887937	2.953792	2.304168	2.776025	106603.719711	163.552870
139.811937	44.334445	3.032455	2.165285	2.242296	239.513731	106.165173	0.157225	3.104476	1.529152	562.934984	186.411039
192.813361	85.255856	1.271727	2.490818	1.827292	160.843760	74.100193	2.051946	3.136305	0.618113	103755.676711	375.795929
249.688900	127.798997	2.335642	1.515047	1.822667	140.252720	65.046659	1.788594	2.956713	1.697660	30784.705326	204.002605
166.206531	110.099182	0.036682	2.856054	2.048839	153.748032	46.539594	2.199857	0.136038	1.926810	56980.113977	298.636556
179.095561	104.408775	1.624397	3.085406	2.833631	250.840038	180.450645	2.866105	0.067092	1.289026	151751.958102	590.536175
162.095680	92.785408	1.186153	2.975054	2.640175	172.045206	89.055011	1.953797	0.144418	0.757352	29288.422862	261.959750
157.073624	79.257255	3.090640	2.646935	2.113495	165.004532	77.521953	0.710339	0.491700	1.334933	10725.747458	236.656891
175.863130	149.944201	3.058478	2.680294	2.280226	143.889772	29.419145	1.119120	0.422133	0.015096	85672.344739	504.799287
549.206582	227.906192	1.854492	1.283779	2.351520	99.330677	49.930208	2.606525	2.291995	2.724250	70244.335627	257.824281
355.080556	271.584976	2.160814	1.510492	1.639313	160.862629	59.710908	2.432925	3.028918	1.570037	301000.589746	491.088414
643.556514	537.694920	2.248119	2.427605	0.861869	109.445711	58.589076	2.214198	1.327502	0.993055	44290.022842	189.135236
136.649348	67.207646	3.068129	2.407307	1.212780	151.512896	118.174164	0.267273	0.226089	0.556856	1119.626028	285.231633
183.206185	76.880590	1.860507	2.995914	2.643980	126.857915	45.022606	1.737861	1.827520	2.958200	65836.328639	360.950032
220.894138	86.886746	2.361514	2.498157	3.089134	90.889085	68.643515	1.018148	0.431374	1.931749	23639.020190	469.005073
231.042442	49.832322	2.683118	1.270794	0.863030	185.429941	78.846774	0.607075	2.815368	1.521324	1627.196275	113.458086
192.668095	173.484590	0.757483	1.839666	0.442960	157.794201	47.507768	2.744842	2.641670	1.766024	39363.025464	124.293040
184.441433	104.839646	2.598130	1.824776	2.836647	156.876355	70.144729	1.530363	0.027183	0.337008	22563.684720	155.831121
108.870590	32.373416	1.474091	2.680389	2.850692	142.804259	48.626652	2.220511	1.487872	0.071602	38913.257393	211.626340
165.530315	59.639348	2.871209	2.048247	2.377711	151.268139	42.900121	0.677477	1.790319	1.075279	8179.707203	243.017199
179.924568	89.182377	0.310081	2.709060	2.650972	143.298012	80.760152	2.855687	0.216928	1.445496	31749.837000	246.633594
410.914581	231.755231	1.099695	3.093019	2.652559	160.183727	73.503296	0.389192	0.040738	0.973962	16489.696466	818.244253
148.984386	30.153637	2.057051	2.821479	2.405801	128.149334	92.180907	1.040393	0.864207	0.114703	8231.946775	107.327273
181.696793	80.025917	1.969218	2.594428	1.481291	99.328026	23.118460	0.933704	0.151896	2.146166	8996.164235	218.740995
153.725229	82.723722	0.738283	2.711760	1.823621	69.997983	17.583221	1.317434	2.551718	2.017908	28955.723524	272.147447
292.356886	179.014069	2.032908	2.381935	3.029249	313.588371	222.773905	0.078556	1.018904	2.618920	78.925188	397.043867
166.894822	96.230240	2.976136	2.840785	2.476238	105.870438	58.654361	0.058413	1.171166	2.654819	54.338984	380.939249
151.875293	43.649875	3.092626	1.209250	1.894196	247.173955	74.527049	3.042319	2.078947	0.053946	47280.577298	239.744946
523.886519	181.470013	1.400121	0.177976	1.100995	155.447696	68.684906	3.132820	2.659169	2.624138	353096.093022	325.558274
208.887813	87.650357	0.434048	2.909807	3.105629	160.203096	59.813740	0.283837	0.449181	0.119010	1792.351597	190.808116
173.866167	93.275396	2.249952	3.019533	2.807978	146.320981	101.401303	0.769142	1.553040	1.623449	6142.831271	395.423028
241.760487	150.707003	1.143542	0.218822	1.155214	174.000301	82.394129	3.115281	2.775496	2.373803	88988.258782	163.881956
120.662482	50.748551	2.650311	2.534323	2.922135	94.961819	31.162318	1.326777	2.800270	2.002692	50555.758668	444.544351
193.605624	84.797372	3.046699	2.744867	3.013956	164.063139	96.177181	1.216724	0.436847	2.231965	47845.390711	567.289277
141.881018	44.447610	2.750084	3.028857	2.623650	187.790500	160.360304	2.774923	0.732164	1.604715	22294.458660	290.165916
468.424203	113.750047	0.252849	2.968812	3.064739	156.638235	67.850873	0.699728	0.011724	0.274735	33433.522514	658.569101
226.566466	80.690377	2.542685	1.024288	0.378768	178.484056	35.561761	2.145929	2.980803	2.211194	142321.119082	307.723460
131.699600	88.025313	1.881643	2.777390	3.139834	140.887781	72.637833	0.537612	2.832451	1.536848	7808.481191	613.118437
223.674381	192.697511	1.265558	2.846325	3.025827	197.676728	45.296555	2.049510	1.974974	0.218580	195650.378007	529.624902
165.294522	76.870220	2.337078	1.723351	1.209107	159.262707	28.722394	2.041939	2.479596	1.942369	207385.273781	405.104309
